,Step,Node ID,AE loss,Server model loss,Client fine tuned loss,AE fine tuned loss,Server f1,User f1
0,1,37,1.0143412016419433,2.462721715648099,2.1767528596311316,0.8013435455697914,0.04962298311202298,0.20837760508878422
1,2,46,0.8540589378897785,2.38076238298067,2.163111539192841,0.5869919476735704,0.17359069491320286,0.21944141606940662
2,3,20,0.7178176926953019,2.14691139087796,2.1474672054832276,0.5252060435375552,0.20830301190862271,0.27581002998394444
3,4,1,0.7432309052687244,2.2811121080897174,2.179419183808543,0.5203258985695789,0.24430771701903692,0.2581093201883796
4,5,4,0.6769854644936993,2.2376601640548737,2.318772403152261,0.5148166346033468,0.26418213437259125,0.21630314568236364
5,6,37,0.6050513187115971,2.4341822812081566,2.200328312055381,0.48537170125175405,0.21872467802246973,0.27920442774012827
6,7,12,0.5699927393216042,2.325773802949266,2.2317018751214324,0.48425134428919064,0.24768520234406396,0.20420147457182022
7,8,10,0.5581872593299825,2.233903748087568,2.213001436955575,0.4393074987002426,0.19776301109572683,0.22959987846789057
8,9,25,0.5457237142218695,2.216517299802594,2.1743495777663666,0.4388666436115801,0.21413263643344735,0.2853952507465083
9,10,6,0.5215649542664768,2.2618799598935153,2.226779230029073,0.4444659766020161,0.2602521078741713,0.27151928383599605
10,11,47,0.488779631493995,2.397899093570118,2.164032697188631,0.4278087079012732,0.2560930750077816,0.31499479000283237
11,12,28,0.4563483474691244,2.2530790310354845,2.279036493082569,0.39871846040780223,0.28915020802162245,0.2990826917623238
12,13,53,0.4307069004553652,2.3942507858461353,2.008165398646166,0.3991261828877686,0.27369988087097546,0.30613082578175943
13,14,18,0.4113268318252229,2.1379629584148887,2.0550903460945875,0.4042906726204987,0.2791405289975634,0.2966810751003259
14,15,52,0.4015541946692314,2.0162990425908074,2.0922946008371217,0.3944252658530933,0.2993949506280659,0.30406578178873805
15,16,50,0.39854149242551073,2.1570993636212457,2.1264534925335954,0.37668384526902376,0.308769767140642,0.333037477361943
16,17,41,0.3952982824595881,2.151493348880063,2.207537453034812,0.3786085594667417,0.3401583862709411,0.2825183537384482
17,18,23,0.39005798482720744,2.2765584709917883,2.0039959159716183,0.36301467628249123,0.2584605846905078,0.3483990801170861
18,19,39,0.38135095412187864,2.0741831872409784,2.0662929483460992,0.35956833242860425,0.3333555101254341,0.33072382539270534
19,20,47,0.37221467072746967,2.219719939684169,2.1294852356786236,0.3777212481360482,0.30869224454429695,0.35455107071370606
20,21,3,0.3639225240093762,2.6439924514301834,1.9278750528140745,0.35343150121105554,0.23835818334918354,0.33301881817046597
21,22,33,0.3573152383058618,1.9828269570956185,2.0305815252219546,0.3548775650939685,0.31954332694127996,0.343325378314235
22,23,33,0.35390382761116906,2.019310449665826,2.3530500955969273,0.3555246352888298,0.34813617540576414,0.31039073725888094
23,24,10,0.35057156906366377,2.451617585748454,2.097603944431211,0.34734405464288426,0.2961556042291843,0.3472561837590163
24,25,20,0.3456019118641543,2.066871476284209,2.268005509592436,0.34759481450112195,0.3534485316801106,0.3286271922777675
25,26,24,0.3414267619883119,2.2283906678289003,2.1577059806449275,0.33500964952837653,0.33172533785442976,0.36325948930303026
26,27,23,0.33817848729465544,2.2651277586000687,2.2379676599444194,0.34381012202160893,0.35429983158489814,0.34319310233689265
27,28,3,0.334394455549641,2.2774871509375063,2.0774344174199997,0.3304944019355156,0.3430378931462365,0.3242244059940806
28,29,48,0.3326499904191996,2.070355169399017,2.222489648761454,0.35227907818101545,0.3167714315081267,0.29149388004900567
29,30,0,0.3301867090486123,2.2935134556817007,1.9340704746238198,0.3323520332577319,0.28977098225491055,0.37465226791378503
30,31,17,0.32718980869767794,1.9708555754859143,2.0969197586872252,0.3406548957912164,0.35911364665928786,0.3303591573370174
31,32,50,0.3255051140301943,2.170866136727295,1.959513937473501,0.3239305396190862,0.31862731559297214,0.38163546501871076
32,33,16,0.32602429046686376,2.0434076165096005,1.9070125342157616,0.3273703955484103,0.35310503185936615,0.3239800962936919
33,34,27,0.32665964290919924,1.9205977088539323,1.8083304539222127,0.3213610392061696,0.3165890425701171,0.3803966594130166
34,35,10,0.3257709012066095,1.8538612069505038,1.834630220445665,0.318420981463629,0.35563049151579645,0.3664096163881734
35,36,19,0.32277980982655824,1.9347880932950228,1.9956419408533688,0.3357846387791441,0.35974805174647856,0.3774247140519818
