,Step,Node ID,AE loss,Server model loss,Client fine tuned loss,AE fine tuned loss,Server f1,User f1
0,1,0,1.0140656438235292,1.4062979908795816,0.19393507192677034,0.6752875821931021,0.13303687500998665,0.9587538189700958
1,2,0,0.9221332847550728,1.0914069053035436,0.22490163026676233,0.6039257609461904,0.6892491890596766,0.9169779577439094
2,3,0,0.7430700834916563,16.160475158691405,0.28627612033842603,0.5864542419986891,0.6961956012855652,0.9390995566604503
3,4,0,0.5853146845849541,1.6374713755557557,0.27358049277661495,0.5691167778593458,0.7241758007219733,0.8915065660830669
4,5,0,0.5404322015300784,0.41105603327208984,0.11292206810966525,0.5194211549557333,0.8369954920366652,0.9685120911031299
5,6,0,0.5630369532212571,0.8743117053029141,0.10361859719364011,0.5380181212988261,0.811953604920073,0.9703445322240466
6,7,0,0.5833390268222931,0.3551390504524242,0.11284697250444062,0.5111134137773653,0.9011081980611659,0.9649386058502948
7,8,0,0.5683443957793122,0.2059968712986732,0.07087175480304585,0.48715495243016904,0.9449117631360419,0.9745817003513824
8,9,0,0.5271230797030836,0.5630882833511419,0.08372953173978684,0.5002513653682897,0.6883878660927226,0.9750782661883101
9,10,0,0.48777571951335097,0.33594061304806966,0.09438893520884194,0.47218437200037455,0.9121950081620707,0.9734161329747797
